,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,new_addition
10,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-07-13 12:57:46,2023-07-13 12:57:46,1231,209.0,97,8,597,12.0,121.0,768,2023-06-27 09:52:08,0.12.5,,232721,36.0,FastAPI pagination.,1409.0,1409.0,34.0,https://pypi.org/project/fastapi-pagination,232721,31,True,1,,
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-07-13 02:52:06,2023-07-13 02:50:17,1240,60.0,67,18,658,61.0,174.0,1380,2023-06-18 17:05:55,0.12.2,,21715,77.0,python async orm with fastapi in mind and pydantic validation.,828.0,828.0,31.0,https://pypi.org/project/ormar,21715,30,True,2,,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-07-05 19:17:13,2023-07-05 19:16:08,404,21.0,122,15,233,26.0,240.0,1296,2023-07-01 00:33:15,1.20.0,,71821,97.0,Asynchronous Python ODM for MongoDB.,1266.0,1266.0,49.0,https://pypi.org/project/beanie,71821,30,True,3,,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2023-07-13 17:10:17,2023-07-13 14:42:32,1814,49.0,368,17,1108,270.0,492.0,476,2023-07-13 15:06:37,0.40b0,,926378,32.0,OpenTelemetry instrumentation for Python modules.,7.0,7.0,209.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,926378,29,True,1,,
14,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2023-07-12 17:41:31,2023-07-01 10:01:30,762,14.0,52,16,419,146.0,164.0,1221,2023-07-01 10:01:24,0.9.1,,25853,30.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,314.0,314.0,24.0,https://pypi.org/project/prisma,25853,28,True,3,,
15,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-07-13 15:22:01,2023-07-13 14:13:25,1701,34.0,71,14,405,87.0,229.0,1056,2023-07-07 21:55:36,0.117.0,,17623,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",266.0,266.0,41.0,https://pypi.org/project/piccolo,17623,28,True,3,,
16,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2023-07-11 20:40:13,2023-07-11 20:35:52,418,12.0,62,4,179,20.0,52.0,578,2023-03-20 20:07:18,6.0.0,,316621,10.0,Instrument your FastAPI app.,746.0,746.0,24.0,https://pypi.org/project/prometheus-fastapi-instrumentator,316621,27,True,3,1.0,
17,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2023-06-30 08:05:31,2023-06-30 08:04:24,277,31.0,109,12,304,17.0,124.0,1091,2023-06-30 08:04:35,0.13.0,,29821,29.0,SQLAlchemy Admin for FastAPI and Starlette.,255.0,255.0,32.0,https://pypi.org/project/sqladmin,29821,26,True,1,,
18,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,146,49,472,45.0,262.0,2580,,,,24897,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2221.0,2221.0,46.0,https://pypi.org/project/gino,24897,24,True,3,,
19,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2023-07-07 09:38:53,2023-07-07 09:38:49,374,4.0,262,34,35,32.0,68.0,1944,2021-08-31 03:28:51,1.0.3,,3699,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",163.0,163.0,12.0,https://pypi.org/project/fastapi-admin,3699,24,True,3,,
20,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/MushroomMaula/fastapi_login,https://github.com/MushroomMaula/fastapi_login,MIT,2019-10-21 14:47:00,2023-07-10 16:32:13,2023-03-27 14:44:49,451,,50,7,59,6.0,45.0,495,2023-03-27 14:40:30,1.9.0,3.0,17401,18.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,543.0,543.0,12.0,https://pypi.org/project/fastapi-login,17401,24,True,2,,
21,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2023-07-12 14:19:19,2023-06-08 11:47:57,235,2.0,58,17,87,25.0,52.0,728,,,,116309,,A rate limiter for Starlette and FastAPI.,1210.0,1210.0,22.0,https://pypi.org/project/slowapi,116309,23,True,1,,True
22,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/Intility/fastapi-azure-auth,https://github.com/Intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2023-06-24 11:26:07,2023-06-24 11:24:53,273,14.0,50,9,78,4.0,57.0,281,2023-06-24 11:26:07,4.1.3,,29399,23.0,"Easy and secure implementation of Azure AD for your FastAPI APIs B2C, single- and multi-tenant support.",40.0,40.0,20.0,https://pypi.org/project/fastapi-azure-auth,29399,23,True,2,,
23,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2023-02-14 21:41:04,2022-09-25 17:19:06,53,,34,12,25,11.0,9.0,517,2020-09-25 16:25:49,0.2.1,,94650,5.0,Adds simple SQLAlchemy support to FastAPI.,1389.0,1389.0,5.0,https://pypi.org/project/fastapi-sqlalchemy,94650,22,True,3,,
24,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-06-26 07:57:01,2022-01-20 14:55:31,1149,,40,22,485,10.0,131.0,848,2021-11-15 11:05:03,1.4.1,,2707,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,2707,21,True,3,,
25,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2023-07-08 15:24:49,2023-07-08 15:24:49,689,181.0,33,11,432,3.0,24.0,526,2023-06-01 19:18:33,0.9.1,,418,29.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,8.0,8.0,12.0,https://pypi.org/project/authx,418,21,True,2,,
26,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2023-06-05 08:28:34,2023-06-05 08:28:34,51,4.0,36,8,12,10.0,13.0,296,2022-11-16 14:00:58,0.1.5,,22836,6.0,A request rate limiter for fastapi.,421.0,421.0,9.0,https://pypi.org/project/fastapi-limiter,22836,21,True,3,,
27,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-07-01 15:18:31,2023-01-03 19:16:25,478,,73,22,211,47.0,80.0,807,2023-01-03 20:08:22,0.9.2,,14128,18.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,16.0,https://pypi.org/project/odmantic,14128,20,True,3,-1.0,
28,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61,,33,4,39,27.0,18.0,285,2022-01-06 12:47:03,0.4.3,,24561,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",68.0,68.0,6.0,https://pypi.org/project/fastapi-cloudauth,24561,20,True,3,,
29,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2023-07-13 17:40:56,2023-07-13 17:39:00,637,19.0,32,6,183,29.0,90.0,235,2023-07-13 17:40:56,0.54.0,,2099,34.0,A powerful web admin for your database.,,,17.0,https://pypi.org/project/piccolo-admin,2099,20,True,3,,
30,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,40,78,16.0,64.0,1737,2021-11-29 09:20:38,0.3.1,,4176,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,4176,18,True,3,-4.0,
31,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2023-06-27 05:43:56,2020-11-11 05:05:27,123,,92,8,17,45.0,36.0,535,2020-11-06 11:15:11,0.5.0,,56261,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,3.0,https://pypi.org/project/fastapi-jwt-auth,56261,18,True,3,,
32,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2023-06-23 10:52:27,2023-06-23 10:52:24,80,14.0,29,1,15,1.0,9.0,220,2022-10-19 08:06:27,1.2.0,,630,2.0,Drop-in API-key based security for FastAPI.,,,5.0,https://pypi.org/project/fastapi-simple-security,630,15,True,3,,
33,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2022-10-01 23:44:25,2022-05-15 23:48:21,59,,4,2,5,,3.0,113,2022-03-11 11:15:48,0.5.0,27.0,4738,5.0,Implements authentication and authorization as FastAPI dependencies.,39.0,39.0,3.0,https://pypi.org/project/fastapi-security,4738,14,True,3,,
34,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2023-02-11 22:11:31,2023-02-11 22:11:27,56,,24,9,12,1.0,12.0,130,,,,243,,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,7.0,https://pypi.org/project/fastapi-chameleon,243,11,True,1,,
35,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,MIT,2020-10-26 21:44:13,2023-02-11 22:11:32,2021-03-29 20:16:20,21,,10,2,6,,,60,,,,108,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,108,8,True,3,-1.0,
36,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30,,8,3,24,5.0,1.0,21,,,,112,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,112,8,True,3,1.0,
37,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1,,7,5,4,1.0,1.0,117,,,,254,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,254,7,True,3,,
