,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,new_addition
10,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2022-12-08 09:48:06,2022-12-08 09:48:02,778,130.0,72,8,361,7.0,97.0,539,2022-11-27 17:24:16,0.11.0,,162291,26.0,FastAPI pagination.,703.0,703.0,22.0,https://pypi.org/project/fastapi-pagination,162291,28,True,1,4.0,
11,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2022-12-07 20:27:24,2022-12-06 15:58:03,1664,119.0,270,14,902,210.0,362.0,364,2022-11-03 20:08:44,0.35b0,,528180,27.0,OpenTelemetry instrumentation for Python modules.,,,167.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,528180,28,True,1,,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2022-12-01 12:46:58,2022-12-01 12:43:15,355,51.0,91,17,188,110.0,88.0,951,2022-11-18 14:35:11,1.15.4,,36246,77.0,Asynchronous Python ODM for MongoDB.,450.0,450.0,33.0,https://pypi.org/project/beanie,36246,27,True,3,,
13,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2022-11-04 08:51:39,2022-11-04 08:47:33,653,18.0,230,33,506,3.0,217.0,2301,2022-11-04 08:56:49,10.2.1,6.0,29489,88.0,Ready-to-use and customizable users management for FastAPI.,,,53.0,https://pypi.org/project/fastapi-users,29489,26,True,1,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2022-12-07 20:28:29,2022-12-07 20:12:54,1617,40.0,62,11,336,66.0,183.0,899,2022-12-07 20:28:29,0.100.0,,7708,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",124.0,124.0,36.0,https://pypi.org/project/piccolo,7708,26,True,3,,
15,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2022-12-02 20:18:36,2022-08-23 18:19:01,366,,54,5,141,29.0,32.0,416,2022-08-23 18:19:16,5.9.1,,153739,5.0,Instrument your FastAPI app.,379.0,379.0,16.0,https://pypi.org/project/prometheus-fastapi-instrumentator,153739,25,True,3,4.0,
16,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/MushroomMaula/fastapi_login,https://github.com/MushroomMaula/fastapi_login,MIT,2019-10-21 14:47:00,2022-12-05 06:04:43,2022-10-18 19:04:51,424,25.0,45,5,49,4.0,44.0,401,2022-10-18 18:47:20,1.8.3,3.0,12130,17.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,308.0,308.0,10.0,https://pypi.org/project/fastapi-login,12130,25,True,2,,
17,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,146,49,472,46.0,260.0,2520,,,,23344,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,1339.0,1339.0,46.0,https://pypi.org/project/gino,23344,24,True,3,5.0,
18,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2022-12-01 15:00:30,2022-12-01 15:00:24,362,4.0,225,30,31,25.0,66.0,1589,2021-08-31 03:28:51,1.0.3,,2063,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",73.0,73.0,11.0,https://pypi.org/project/fastapi-admin,2063,24,True,1,,
19,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2022-12-08 14:44:41,2022-12-08 14:35:00,693,80.0,42,14,345,119.0,136.0,895,2022-11-12 21:38:26,0.7.1,,4784,25.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,102.0,102.0,18.0,https://pypi.org/project/prisma,4784,24,True,3,,
20,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/Intility/fastapi-azure-auth,https://github.com/Intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2022-11-10 14:28:00,2022-11-10 14:26:53,234,11.0,35,8,60,4.0,43.0,214,2022-11-10 14:28:01,3.5.1,,12105,18.0,"Easy and secure implementation of Azure AD for your FastAPI APIs B2C, single- and multi-tenant support.",10.0,10.0,15.0,https://pypi.org/project/fastapi-azure-auth,12105,23,True,2,,
21,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2022-12-05 04:02:31,2022-11-24 19:33:11,473,24.0,66,21,174,35.0,77.0,725,2022-11-24 19:32:26,0.9.1,,19244,17.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,17.0,https://pypi.org/project/odmantic,19244,22,True,3,,
22,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2022-11-24 07:45:32,2022-11-24 07:45:31,214,33.0,83,6,239,16.0,82.0,662,2022-11-22 11:45:49,0.8.0,,11025,21.0,SQLAlchemy Admin for FastAPI and Starlette.,,,22.0,https://pypi.org/project/sqladmin,11025,22,True,3,,
23,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2022-12-05 08:01:46,2022-01-20 14:55:31,1149,,40,21,454,9.0,131.0,837,2021-11-15 11:05:03,1.4.1,,3402,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,3402,21,True,3,,
24,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2022-12-08 06:50:05,2022-09-25 17:19:06,53,2.0,32,10,23,10.0,9.0,456,2020-09-25 16:25:49,0.2.1,,44980,5.0,Adds simple SQLAlchemy support to FastAPI.,838.0,838.0,5.0,https://pypi.org/project/fastapi-sqlalchemy,44980,20,True,3,,
25,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2022-12-07 13:38:38,2022-12-07 08:12:03,393,64.0,31,10,274,3.0,20.0,400,2022-10-12 20:01:18,0.8.1,,1011,25.0,Ready to use and Customizable Authentications and Authorisations Management for FastAPI.,6.0,6.0,11.0,https://pypi.org/project/authx,1011,20,True,2,,
26,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2022-11-24 13:13:45,2022-11-24 13:13:44,45,6.0,29,7,9,6.0,10.0,190,2022-11-16 14:00:58,0.1.5,,7654,6.0,A request rate limiter for fastapi.,80.0,80.0,6.0,https://pypi.org/project/fastapi-limiter,7654,20,True,1,,
27,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2022-12-07 23:02:31,2022-12-07 22:59:56,594,24.0,29,6,150,21.0,77.0,185,2022-12-07 23:02:31,0.39.0,,1475,18.0,A powerful web admin for your database.,,,15.0,https://pypi.org/project/piccolo-admin,1475,20,True,3,,
28,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,92,37,78,16.0,63.0,1672,2021-11-29 09:20:38,0.3.1,,4583,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,4583,18,True,3,,
29,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2022-10-30 06:32:55,2020-11-11 05:05:27,123,,75,7,17,42.0,35.0,457,2020-11-06 11:15:11,0.5.0,,38722,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,3.0,https://pypi.org/project/fastapi-jwt-auth,38722,18,True,3,,
30,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2022-07-12 19:17:05,2022-05-12 10:03:14,61,,28,4,36,26.0,18.0,249,2022-01-06 12:47:03,0.4.3,,20651,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",,,6.0,https://pypi.org/project/fastapi-cloudauth,20651,16,True,3,,
31,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2022-11-28 05:26:07,2022-11-28 05:26:04,66,38.0,27,1,10,1.0,8.0,146,2022-10-19 08:06:27,1.2.0,,622,2.0,"API-key based security utilities for FastAPI, focused on simplicity of use.",,,5.0,https://pypi.org/project/fastapi-simple-security,622,15,True,3,,
32,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2022-10-01 23:44:25,2022-05-15 23:48:21,59,,4,1,5,,3.0,106,2022-03-11 11:15:48,0.5.0,15.0,1301,5.0,Implements authentication and authorization as FastAPI dependencies.,21.0,21.0,3.0,https://pypi.org/project/fastapi-security,1301,15,True,3,,
33,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2022-09-21 15:12:01,2022-09-21 15:12:00,50,3.0,25,7,12,1.0,12.0,124,,,,346,,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,6.0,https://pypi.org/project/fastapi-chameleon,346,11,True,1,,
34,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,MIT,2020-10-26 21:44:13,2022-09-21 15:12:04,2021-03-29 20:16:20,21,,9,1,6,,,58,,,,68,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,68,8,True,3,,
35,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,MIT,2020-09-28 06:56:37,2022-04-13 04:01:46,2022-01-19 03:50:12,30,,8,3,23,5.0,1.0,19,,,,24,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,24,7,False,3,,
36,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,MIT,2019-12-18 03:00:54,2022-05-25 03:57:01,2019-12-18 04:11:46,1,,2,5,3,1.0,1.0,94,,,,15,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,15,4,False,3,,
