,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
19,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128.0,,149.0,45.0,475.0,45.0,263.0,2710.0,,,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2488.0,2488.0,45.0,https://pypi.org/project/gino,28228.0,28228.0,25,True,3,,
20,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,,MIT,2021-08-23 16:18:04,2025-05-05 21:02:04,2025-04-28 11:52:35,1328.0,38.0,54.0,16.0,659.0,7.0,54.0,920.0,2025-03-26 15:15:07,1.4.2,44.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,180.0,180.0,19.0,https://pypi.org/project/authx,17481.0,17481.0,25,True,2,,-1.0
21,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,,Apache-2.0,2019-06-21 15:51:20,2025-04-14 23:07:41,2025-04-14 23:07:41,469.0,3.0,132.0,25.0,517.0,13.0,257.0,249.0,,,,Dapr SDK for Python.,843.0,843.0,77.0,https://pypi.org/project/dapr-ext-fastapi,83281.0,83281.0,25,True,1,,
22,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,,2020-05-14 18:03:48,2025-05-08 17:23:49,2025-05-07 20:29:03,4510.0,325.0,32.0,8.0,1652.0,119.0,423.0,179.0,2025-04-13 20:25:39,0.8.0,61.0,Software for technical documentation and requirements management.,11.0,11.0,28.0,https://pypi.org/project/strictdoc,3592.0,3592.0,25,True,1,,
23,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,,ISC,2020-05-01 13:59:45,2025-01-23 21:09:34,2025-01-07 22:21:10,560.0,,87.0,19.0,311.0,85.0,90.0,1117.0,2024-04-26 23:28:12,1.0.2,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3546.0,3546.0,19.0,https://pypi.org/project/odmantic,42213.0,42213.0,24,True,3,,
24,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/MushroomMaula/fastapi_login,https://github.com/MushroomMaula/fastapi_login,,MIT,2019-10-21 14:47:00,2025-01-01 15:11:44,2025-01-01 15:10:36,481.0,,61.0,10.0,93.0,1.0,58.0,674.0,2024-12-14 08:17:42,1.10.3,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1092.0,1092.0,14.0,https://pypi.org/project/fastapi-login,53500.0,53500.0,24,True,2,9.0,
25,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931.0,1.0,80.0,16.0,563.0,213.0,205.0,2003.0,2024-08-16 02:54:35,0.15.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,331390.0,331390.0,22,True,3,,
26,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125.0,,97.0,41.0,78.0,17.0,64.0,1791.0,2021-11-29 09:20:38,0.3.1,8.0,An async ORM.,551.0,551.0,18.0,https://pypi.org/project/orm,5698.0,5698.0,22,True,3,,
27,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,,Apache-2.0,2020-11-06 09:27:57,2024-04-11 07:46:38,2024-01-05 09:28:42,66.0,,56.0,9.0,24.0,31.0,15.0,575.0,2024-01-05 09:14:08,0.1.6,7.0,A request rate limiter for fastapi.,2467.0,2467.0,12.0,https://pypi.org/project/fastapi-limiter,206145.0,206145.0,22,True,3,,
28,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2025-05-06 21:11:31,2025-05-06 21:11:18,555.0,45.0,74.0,8.0,126.0,22.0,65.0,1052.0,2025-03-26 02:05:05,0.15.7,28.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",190.0,190.0,18.0,,,,21,True,1,,
29,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149.0,,36.0,21.0,491.0,12.0,131.0,859.0,2021-11-15 11:05:03,1.4.1,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,11466.0,11466.0,21,True,3,,
30,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,,MIT,2019-06-25 19:24:31,2025-04-10 07:31:26,2025-04-09 17:31:59,733.0,4.0,41.0,6.0,241.0,43.0,130.0,349.0,2025-01-16 23:23:00,1.9.1,60.0,A powerful web admin for your database.,,,20.0,https://pypi.org/project/piccolo-admin,9916.0,9916.0,20,True,3,,
31,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61.0,,36.0,5.0,40.0,31.0,18.0,346.0,2022-01-06 12:47:03,0.4.3,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",95.0,95.0,6.0,https://pypi.org/project/fastapi-cloudauth,41923.0,41923.0,19,True,3,,
32,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123.0,,135.0,8.0,26.0,47.0,36.0,701.0,2020-11-06 11:15:11,0.5.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,3.0,https://pypi.org/project/fastapi-jwt-auth,73945.0,73945.0,18,True,3,,
33,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96.0,,42.0,11.0,27.0,10.0,13.0,649.0,2020-09-25 16:25:49,0.2.1,5.0,Adds simple SQLAlchemy support to FastAPI.,3.0,3.0,10.0,https://pypi.org/project/fastapi-sqlalchemy,68943.0,68943.0,18,True,3,,
34,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59.0,,7.0,2.0,6.0,1.0,3.0,152.0,2022-03-11 11:15:48,0.5.0,5.0,Implements authentication and authorization as FastAPI dependencies.,109.0,109.0,3.0,https://pypi.org/project/fastapi-security,10187.0,10188.0,17,True,3,75.0,
35,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88.0,,32.0,1.0,18.0,1.0,10.0,363.0,2023-07-18 14:06:40,1.3.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,1451.0,1451.0,14,True,3,,
36,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,,MIT,2020-10-26 16:11:14,2025-04-04 14:05:18,2025-04-04 01:02:24,72.0,2.0,27.0,8.0,13.0,1.0,14.0,142.0,2025-04-04 14:05:18,0.1.17,1.0,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,8.0,https://pypi.org/project/fastapi-chameleon,1067.0,1067.0,13,True,1,,-1.0
37,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,,MIT,2020-10-26 21:44:13,2024-11-16 02:53:24,2024-11-16 02:53:22,22.0,,11.0,1.0,6.0,,,71.0,,,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,298.0,298.0,9,True,3,,
38,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30.0,,7.0,2.0,24.0,5.0,1.0,24.0,,,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,279.0,279.0,8,True,3,,
39,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,,,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/sqlalchemy,158845472.0,158845472.0,8,False,3,,
40,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1.0,,9.0,3.0,4.0,1.0,1.0,157.0,,,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,3.0,3.0,6,False,3,,
